ID,uniorg,interests,subject,grad_date,course_level,branch_name,age,gender,space_word,mtype,status,registration_date
2503,University of Southampton,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,20,female,astronaut,Member,100,09/11/2017
2504,The University of Manchester,careers;jobs;skills;volunteer;mentor,Geology,,phd,,22,female,Protoplanetary,Member,100,10/11/2017
2505,University of Bristol,careers;jobs;skills;volunteer,Aerospace Engineering,,undergrad,,35,male,Valles Marineris,Member,100,12/11/2017
2506,,skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,apprentice,,19,male,Quasar,Member,100,13/11/2017
2507,King's College London,careers;jobs;skills;volunteer;mentor,Biotechnology and Life Sciences,2021,phd,,24,female,Soyuz,Member,100,13/11/2017
2508,The University of Manchester,careers;jobs;skills;volunteer;mentor,Materials Science and Engineering,,undergrad,,20,male,SPACE,Member,100,14/11/2017
2509,Harrow Way School,careers;jobs;skills;volunteer,,,,,15,female,antimatter,Member,100,16/11/2017
2510,Imperial College London,careers;jobs;skills;volunteer;mentor,Planetary Science (Martian sediments),2021,phd,,25,male,Nanopalaeomagnetism,Member,100,17/11/2017
2511,University of Southampton,jobs;skills;volunteer,Electrical & Electronic Engineering,,undergrad,,20,male,Black Hole,Member,100,17/11/2017
2512,University of Southampton,careers;jobs;skills;volunteer;mentor,Aeronautical/Astronautical Engineering,,undergrad,,20,male,Light,Member,100,17/11/2017
2513,University of Southampton,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,2021,undergrad,,20,male,Satellite,Member,100,18/11/2017
2514,London School of Economics,careers;jobs,,,undergrad,,20,male,Exploration,Member,100,20/11/2017
2515,The University of Edinburgh,careers;jobs;skills;volunteer;mentor,Astrophysics,,undergrad,,19,female,Kuiper belt,Member,100,20/11/2017
2516,,careers;skills;volunteer,,,,,16,female,magellanic clouds,Member,100,21/11/2017
2517,,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,undergrad,,18,male,Periapsis,Member,100,22/11/2017
2518,Swansea University,careers;jobs;skills;volunteer;mentor,Physical Geography,,undergrad,,22,,Planetesimal,Member,100,23/11/2017
2519,University of Bristol,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,phd,,24,,Rosetta,Member,100,23/11/2017
2520,,careers;mentor,High school,,undergrad,,16,male,Cosmos,Member,100,25/11/2017
2521,University of Nottingham,careers;jobs;skills;volunteer;mentor,Radiological Sciences,,phd,,24,female,Nebula,Member,100,25/11/2017
2522,London School of Economics,,Business & Management Studies,,undergrad,,26,male,Mars,Member,100,26/11/2017
2523,University of Warwick,careers;jobs;volunteer,Mechanical Engineering,,undergrad,,20,male,Propulsion,Member,100,27/11/2017
2524,Kingston University,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering with astronautics and space technology,,undergrad,,22,male,propulsion,Member,100,27/11/2017
2525,Cranfield University,careers;jobs;skills;volunteer,Astronautics and Space Engineering,,masters,,21,male,Hypergalaxy,Member,150,06/12/2017
2526,University College London,careers;jobs;skills;volunteer,History and Philosophy of Science (Science and Technology Studies),,undergrad,,21,male,cosmos,Member,150,08/12/2017
2527,University College London,careers;jobs;skills;volunteer,History and Philosophy of Science (Science and Technology Studies),,undergrad,,21,male,cosmos,Member,150,08/12/2017
2528,University of Durham,careers;jobs;skills,General Engineering,2021,undergrad,,19,female,Nebula,Member,100,10/12/2017
2529,University of Bath,careers;jobs;skills;volunteer;mentor,Aerospace Engineering,,undergrad,,24,,Singularity,Member,150,12/12/2017
2530,The University of Glasgow,careers;jobs;skills;volunteer;mentor,International Law & Security,,masters,,26,male,Extraterrestial,Member,150,13/12/2017
2531,University College London,careers;jobs;skills;volunteer,Mechanical Engineering,,undergrad,,21,male,andromeda,Member,150,17/12/2017
2532,University of Southampton,careers;jobs;skills;volunteer;mentor,Physics and Astronomy,,undergrad,,22,male,supernova,Member,150,19/12/2017
2533,University of Law,careers;jobs;skills;volunteer;mentor,Law,,masters,,27,male,Interstellar,Member,100,27/12/2017
2534,University of Kent,jobs;skills;volunteer;mentor,Physics and Astronomy,,undergrad,,21,male,Lift-off,Member,100,06/01/2018
2535,Dublin Institute of Technology,careers;jobs;skills;volunteer;mentor,BSc (Hons) Physics with energy & Environment,,undergrad,,23,female,Terra,Member,100,07/01/2018
2536,,careers;jobs;skills;volunteer,,,,,17,female,constellation,Member,100,07/01/2018
2537,University College London,jobs;skills,Aeronautical/Aerospace Engineering,,undergrad,,25,,Gravity,Member,100,10/01/2018
2538,,careers;skills,,,,,14,male,Galactic,Member,100,11/01/2018
2539,Newcastle university,careers;jobs;skills;volunteer;mentor,Mechanical Engineering,,undergrad,,22,male,Exploration,Member,100,11/01/2018
2540,,careers;jobs;skills,,,,,16,male,"""habitability""",Member,100,11/01/2018
2541,UCL,careers;jobs;skills;volunteer,Natural Sciences,,undergrad,,21,male,Ganymede,Member,100,12/01/2018
2542,University College London,careers;jobs;skills;volunteer,Physics and Astronomy,,undergrad,,20,female,Supernova,Member,100,12/01/2018
2543,Loughborough University,jobs;skills,Systems Engineering,,undergrad,,20,male,Multiplanetary,Member,100,15/01/2018
2544,Longridge Towers School,careers;jobs;skills;volunteer,"Computer Science, Maths, Physics & Design Technology",,na,,17,male,inclination,Member,100,15/01/2018
2545,Imperial College London,careers;jobs;skills;mentor,Mechanical Engineering,,undergrad,,20,male,Aurora,Member,100,16/01/2018
2546,Cardiff University,careers;jobs;skills;volunteer;mentor,Electrical & Electronic Engineering,,undergrad,,22,male,COSMOS,Member,100,16/01/2018
2547,The University of Glasgow,careers;jobs;volunteer,Physics and Astronomy,,undergrad,,21,female,Supernova,Member,100,17/01/2018
2548,"Information technology university punjab, pakistan",careers;jobs;skills;volunteer;mentor,Computer Science,,masters,,27,male,cosmos,Member,100,20/01/2018
2549,University of St Andrews,careers;jobs;skills;volunteer,Physics and Astronomy,,masters,,24,male,Solar-sail,Member,100,20/01/2018
2550,University of St Andrews,careers;jobs;skills;volunteer,Theoretical Physics,,undergrad,,23,female,mission,Member,100,23/01/2018
2551,Glasgow Caledonian University,careers;jobs;skills;volunteer;mentor,Mechanical Engineering,,undergrad,,20,male,Interstellar,Member,100,25/01/2018
2552,University of Surrey,careers;jobs;skills,Computer Science,,undergrad,,20,male,Liftoff,Member,100,27/01/2018
2553,,careers;jobs;skills;volunteer;mentor,,,,,17,male,Quasar or Blazar,Member,100,30/01/2018
2554,University of Surrey,careers;jobs;skills,Aeronautical/Aerospace Engineering,,undergrad,,23,male,Rocket,Member,100,30/01/2018
2555,,careers;jobs;skills;volunteer,,,,,17,male,Apogee,Member,100,30/01/2018
2556,University of Nottingham,careers;jobs;skills;volunteer,Mechanical Engineering,,undergrad,,20,female,Beyond,Member,100,31/01/2018
2557,University of Oxford,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,phd,,24,female,celestial,Member,100,31/01/2018
2558,The University of Edinburgh,careers;jobs;skills;volunteer;mentor,astrophysics,,undergrad,,19,,orbital,Member,100,31/01/2018
2559,University of Nottingham,careers;jobs;skills;volunteer,Zoology,,undergrad,,22,female,quasar,Member,100,31/01/2018
2560,The University of Manchester,careers;jobs;skills;volunteer;mentor,Physics,,undergrad,,22,male,spaghettification,Member,100,31/01/2018
2561,University of Bristol,careers;jobs;skills,Aeronautical/Aerospace Engineering,,undergrad,,18,,rendezvous,Member,100,31/01/2018
2562,University of Leeds,careers;jobs;skills;volunteer,Mechanical Engineering,,undergrad,,22,male,Apogee,Member,100,01/02/2018
2563,Durham University,jobs;skills,General Engineering,,undergrad,,19,male,Constellation,Member,100,01/02/2018
2564,University of Warwick,careers;jobs;skills;volunteer;mentor,Mechanical Engineering,,undergrad,,21,male,First,Member,100,01/02/2018
2565,University of Bath,careers;skills,Architecture,,undergrad,,19,male,Touchdown,Member,100,01/02/2018
2566,Open University,,Computer Science,,undergrad,,54,male,ASTRONAUT,Member,100,01/02/2018
2567,Nottingham Trent University,careers;jobs;skills;volunteer,Physics and Astronomy,,undergrad,,20,male,Exoplanet,Member,100,02/02/2018
2568,Nottingham Trent University,careers;jobs;skills;volunteer,Physics and Astronomy,,undergrad,,21,female,Moon,Member,100,02/02/2018
2569,1995,careers;skills,Mechanical Engineering,,undergrad,,23,male,Launch,Member,100,02/02/2018
2570,UCL,careers;jobs;skills;volunteer;mentor,Civil Engineering,,,,25,female,Infinity,Member,100,03/02/2018
2571,,careers;skills,,,,,13,male,Opportunity,Member,100,04/02/2018
2572,University of Birmingham,careers;jobs;skills,Physics and Astronomy,,undergrad,,19,,Cassini,Member,100,04/02/2018
2573,University of Bath,careers;jobs;skills;volunteer,Mechanical Engineering,,undergrad,,23,male,rocket,Member,100,06/02/2018
2574,UCL/Francis Crick Institute,careers;skills;volunteer,Neuroscience,,phd,,24,female,MECO,Member,100,06/02/2018
2575,,careers;jobs;skills,Mechanical Engineering,,undergrad,,25,male,Curiosity,Member,100,06/02/2018
2576,Lancaster University,careers;jobs;skills;volunteer,Physics and Astronomy,,undergrad,,19,male,Quasar,Member,100,06/02/2018
2577,University of Strathclyde,careers;jobs;skills;volunteer,Physics and Astronomy,,undergrad,,18,female,andromeda,Member,100,06/02/2018
2578,Avanti Communications,careers;skills;volunteer;mentor,Space Engineering,,masters,,24,male,Heliosphere,Member,100,07/02/2018
2579,,careers;jobs;skills;volunteer,,,,,19,male,Centauri,Member,100,07/02/2018
2580,Liverpool John Moores University,careers;jobs;skills;volunteer,Sociology,,undergrad,,26,male,Interplanetary,Member,100,07/02/2018
2581,Havering College of Further and Higher Education,careers;jobs;skills;volunteer,Mechanical Engineering,,,,25,male,Exoplanet,Member,100,08/02/2018
2582,University of Surrey,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,undergrad,,24,male,exploration,Member,100,09/02/2018
2583,Durham University,careers;jobs;skills;volunteer;mentor,Physics,,undergrad,,19,female,MACHOs,Member,100,09/02/2018
2584,University of Leeds,careers;jobs;skills;volunteer;mentor,Mechanical Engineering,,undergrad,,19,male,Orion,Member,100,10/02/2018
2585,King's College London,careers;jobs;skills,Law,,undergrad,,22,,universe,Member,100,11/02/2018
2586,Lancaster University,careers;jobs;skills;volunteer;mentor,General Engineering,,masters,,22,male,Cosmos,Member,100,11/02/2018
2587,,skills,,,,,27,male,Propulsion,Member,100,12/02/2018
2588,Fera Science Ltd,careers;jobs;skills;volunteer,Laboratory Associated Techniques and Activities,,apprentice,,18,,Nebula,Member,100,13/02/2018
2589,Queen Mary University of London,,Aeronautical/Aerospace Engineering,,masters,,22,female,Supernova,Member,100,15/02/2018
2590,UCL,careers;jobs;skills;volunteer;mentor,Mechanical Engineering,,undergrad,,19,male,Exploration,Member,100,15/02/2018
2591,University of Keele,careers;jobs;skills,Physics and Astronomy,,undergrad,,25,male,Vacuum,Member,100,15/02/2018
2592,Surrey University,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,19,male,Rapid Unplanned Disassembly,Member,100,15/02/2018
2593,University of Nottingham,careers;jobs,Physics and Astronomy,,undergrad,,19,male,quasar,Member,100,15/02/2018
2594,Open University,careers;jobs;skills;volunteer,Science,,undergrad,,26,female,exploration,Member,100,16/02/2018
2595,The University of Edinburgh,jobs;skills;volunteer,Astrophysics MPhys,,undergrad,,22,female,circumstellar,Member,100,16/02/2018
2596,Royal Holloway University of London,,Astrophysics,,undergrad,,18,male,Einstein-Rosen Bridge,Member,100,18/02/2018
2597,Royal Holloway University of London,careers;jobs;skills;volunteer,Astrophysics,,undergrad,,19,female,hubble,Member,100,18/02/2018
2598,Reeds,careers;skills,Physics and Astronomy,,na,,16,male,apollo,Member,100,19/02/2018
2599,University of Southampton,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,21,,spacecraft,Member,100,19/02/2018
2600,Queen Mary University of London,,Theoretical Physics,,undergrad,,33,female,Satellite,Member,100,19/02/2018
2601,University of Bath,jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,21,male,regolith,Member,100,19/02/2018
2602,,careers;jobs;skills;volunteer,Space Systems Engineering,,masters,,23,male,Apogee,Member,100,20/02/2018
2603,University of Surrey,jobs;skills;volunteer,Electronic Engineering with Space Systems,,undergrad,,22,male,Nominal,Member,100,21/02/2018
2604,Imperial College University,jobs;skills;volunteer,Physics,,masters,,22,male,Supernovae,Member,100,21/02/2018
2605,Imperial College London,careers;jobs;skills,Physics and Astronomy,,undergrad,,19,male,nominal,Member,100,21/02/2018
2606,"School of Physical Sciences, The Open University, Walton Hall",skills;volunteer;mentor,In-Situ Measurements of Cometary Dust using Rosetta GIADA,,phd,,52,male,Perihelion,Member,100,21/02/2018
2607,University of Cambridge,careers;jobs;skills;volunteer;mentor,Natural Sciences,,undergrad,,19,female,Meteorite,Member,100,21/02/2018
2608,University of Surrey,jobs;volunteer,Space Engineering,,masters,,24,male,FTL,Member,100,22/02/2018
2609,University of Surrey,careers;jobs;skills;volunteer;mentor,Physics,,undergrad,,20,female,Billions and billions of stars,Member,100,22/02/2018
2610,Birmingham City University,careers;jobs;skills;volunteer;mentor,Enterprise system inregration,,masters,,47,male,Spatial analyst,Member,100,22/02/2018
2611,King's College London,skills,Dentistry,,undergrad,,21,male,wormhole,Member,100,23/02/2018
2612,University of Keele,careers;jobs;skills,Physics and Astronomy,,undergrad,,19,female,Cosmology,Member,100,24/02/2018
2613,,careers;jobs;skills,,,,,17,male,mun,Member,100,24/02/2018
2614,University of Bath,jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,24,female,nebula,Member,100,24/02/2018
2615,,careers;skills;volunteer,,,,,16,male,Orion,Member,100,25/02/2018
2616,Coventry University,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,21,female,Satellites,Member,100,25/02/2018
2617,Plymouth University,jobs;skills;volunteer,Geology,,undergrad,,58,female,Meteorite,Member,100,25/02/2018
2618,London South Bank University,careers;jobs;skills,Mechanical Engineering,,undergrad,,23,male,supernova,Member,100,25/02/2018
2619,Sheffield Hallam University,careers;jobs;skills;volunteer,Mechanical Engineering,,undergrad,,22,female,Exploration,Member,100,26/02/2018
2620,University of Surrey,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,19,male,Explosion,Member,100,26/02/2018
2621,Cranfield University,jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,phd,,30,,Milky way,Member,100,26/02/2018
2622,Newcastle university,careers;jobs;skills;volunteer,Chemical Engineering,,undergrad,,21,female,Light,Member,100,27/02/2018
2623,University of Southampton,careers;jobs;skills;volunteer;mentor,Geophysics,,undergrad,,24,male,Cosmochemsity,Member,100,28/02/2018
2624,University of Surrey,careers;jobs;skills;volunteer,PhD Environment and Sustainability,,phd,,32,,space,Member,100,01/03/2018
2625,Kingston University,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,masters,,24,,Orbit,Member,100,01/03/2018
2626,Loughborough University,jobs;skills;mentor,MEng Mechanical Engineering with DIS,,undergrad,,23,male,Lithobraking,Member,100,02/03/2018
2627,Loughborough University,jobs;skills;mentor,MEng Mechanical Engineering with DIS,,undergrad,,23,male,Lithobraking,Member,100,02/03/2018
2628,University of Surrey,careers;jobs;skills,Aeronautical/Aerospace Engineering,,undergrad,,22,female,Sputnik,Member,100,02/03/2018
2629,King's College London,careers;jobs;skills,Physics and Astronomy,,phd,,24,male,Ion-Thruster,Member,100,02/03/2018
2630,Mr.,careers;jobs;skills;volunteer;mentor,Mechanical Engineering,,undergrad,,22,male,planetary,Member,100,03/03/2018
2631,University of Surrey,careers;jobs;volunteer,Physics,,undergrad,,20,female,Dark Matter,Member,100,03/03/2018
2632,,skills,Physical Science,,undergrad,,22,female,Exoplanet,Member,100,03/03/2018
2633,University of Surrey,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,22,female,Launch,Member,100,03/03/2018
2634,Queen Mary University of London,"careers, jobs, skills",Physics and Astronomy,,na,,33,female,nebula,Member,250,03/03/2018
2635,Kingston University,jobs;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,18,male,Expanding Flange,Member,100,03/03/2018
2636,University of Southampton,careers;jobs;skills;volunteer;mentor,Space Systems Engineering,,masters,,23,male,retropropulsion,Member,100,03/03/2018
2637,University of Surrey,skills,Electrical & Electronic Engineering,,masters,,25,male,void,Member,100,03/03/2018
2638,University of Liverpool,jobs;skills,Aeronautical/Aerospace Engineering,,undergrad,,21,male,Taikonaut,Member,100,04/03/2018
2639,The University of Edinburgh,careers;jobs;skills,Physics and Astronomy,,undergrad,,20,male,rocket,Member,100,04/03/2018
2640,University of Hertfordshire,careers;jobs;skills;volunteer,Computer Science,,undergrad,,19,male,Nominal,Member,100,04/03/2018
2641,Aston University,skills;volunteer,Electronic Engineering and Computer Science,,undergrad,,22,male,Reusable,Member,100,04/03/2018
2642,University of Warwick,careers;jobs;skills;volunteer,Politics,,undergrad,,23,male,Poiehalii (Gagarin's quote),Member,100,04/03/2018
2643,University of Surrey,careers;jobs;skills;volunteer,Electrical & Electronic Engineering,,undergrad,,19,male,Space,Member,100,04/03/2018
2644,University of Surrey,jobs;skills;volunteer,Electrical & Electronic Engineering,,undergrad,,19,male,Centauri,Member,100,04/03/2018
2645,Kingston University,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,20,male,spaghettification,Member,100,04/03/2018
2646,Queen Mary University,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,undergrad,,20,male,Lagrange,Member,100,04/03/2018
2647,Loughborough University,careers;jobs;skills;volunteer;mentor,Materials Technology,,undergrad,,21,female,Aluminium :),Member,100,05/03/2018
2648,Imperial College London,careers;jobs;skills;volunteer,Mechanical Engineering,,undergrad,,23,female,uranus,Member,100,05/03/2018
2649,University of Sheffield,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,undergrad,,21,male,Soyuz,Member,100,05/03/2018
2650,University of Leicester,skills;volunteer;mentor,Physics with Astrophysics,,undergrad,,20,female,Supernova,Member,100,06/03/2018
2651,University of Birmingham,careers;jobs;skills;volunteer,,,,,25,male,Autosequence,Member,100,06/03/2018
2652,,careers;jobs;skills;volunteer,Geology,,undergrad,,22,male,Earth,Member,100,07/03/2018
2653,Queen Mary University of London,,Robotics,,undergrad,,20,male,Syzygy,Member,100,07/03/2018
2654,University of Bath,skills;volunteer,Integrated Mechanical & Electrical Engineering,,undergrad,,21,male,Operations,Member,100,07/03/2018
2655,Durham University,jobs;skills;volunteer,General Engineering,,undergrad,,20,male,Extra-terrestrial,Member,100,07/03/2018
2656,University of Cambridge/ESA,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,phd,,0,female,Space,Member,100,07/03/2018
2657,Cranfield University,careers;jobs;skills;volunteer;mentor,Masters in Aerospace Manufacturing,,masters,,23,male,fascination,Member,100,08/03/2018
2658,The Open University,careers;jobs;skills;volunteer;mentor,Maths and Physics,,undergrad,,32,male,Exploration,Member,100,11/03/2018
2659,London Business School,,Law,,undergrad,,24,male,Liability,Member,100,11/03/2018
2660,Coventry University,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,20,male,Nebula,Member,100,11/03/2018
2661,University of Glasgow,careers;jobs;skills;volunteer,Physics and Astronomy,,undergrad,,19,female,Nebula,Member,100,11/03/2018
2662,Lancaster University,careers;jobs;skills;volunteer;mentor,Geography & Environmental Sciences,,phd,,24,male,Magnetar,Member,100,12/03/2018
2663,Cranfield University,careers;jobs;skills;volunteer;mentor,Astronautics and Space Engineering,,masters,,25,male,Exploration,Member,100,13/03/2018
2664,Durham University,careers;jobs;skills;volunteer,Mathematics and Physics,,undergrad,,19,male,Radiation,Member,100,14/03/2018
2665,The Open University,careers;jobs;skills,Space Science and Engineering,,masters,,28,female,rocket,Member,100,14/03/2018
2666,University of Edinburgh,careers;jobs;skills;volunteer;mentor,Remote Sensing,,phd,,28,female,galaxy,Member,100,14/03/2018
2667,European Space Agency,careers;jobs;skills;volunteer;mentor,,,na,,22,male,Nebula,Member,100,15/03/2018
2668,Cardiff University,careers;jobs;skills;volunteer;mentor,Physics and Astronomy,,phd,,26,,Satellite,Member,100,17/03/2018
2669,University of Surrey,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,,undergrad,,20,male,Singularity,Member,100,20/03/2018
2670,Aberystwyth University,careers;jobs;skills;volunteer,Geography & Environmental Sciences,,undergrad,,19,male,Perihelion,Member,100,20/03/2018
2671,Uni of Greenwich,,Law,,phd,,35,female,Universe,Member,100,22/03/2018
2672,University of Luxembourg,careers;jobs;skills;volunteer;mentor,Law,,undergrad,,26,male,Possibilities,Member,100,23/03/2018
2673,,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,,undergrad,,25,male,Buran,Member,100,24/03/2018
2674,Newcastle university,careers;jobs;skills;volunteer,Medicine,,undergrad,,20,male,Pulsar,Member,100,29/03/2018
2675,University of Surrey,careers;jobs;skills;volunteer;mentor,Physics and Astronomy,,undergrad,,18,male,Quasar,Member,100,30/03/2018
2676,University of Strathclyde,jobs;skills;volunteer,Aero-Mechanical Engineering,,undergrad,,19,female,Cosmos,Member,100,03/04/2018
2677,Lancaster University,volunteer,Geography & Environmental Sciences,,undergrad,,20,male,Occultation,Member,100,04/04/2018
2678,University of Warwick,jobs;skills,Mechanical Engineering,,undergrad,,22,male,Exploration,Member,100,13/04/2018
2679,,careers;jobs;skills;volunteer,Nuclear Science & Technology,2017,masters,,24,male,Galactic,Member,100,17/04/2018
2680,,careers;skills;volunteer,,,,,16,female,ionosphere,Member,100,17/04/2018
2681,Loughborough University,jobs;volunteer,Aeronautical/Aerospace Engineering,2016,undergrad,,24,male,Cosmos,Member,100,18/04/2018
2682,University of Hertfordshire,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering with Pilot Studies,2020,undergrad,,19,male,Mars,Member,100,21/04/2018
2683,,careers;jobs;skills;volunteer;mentor,B.Tech. Mechatronics Engineering,2017,undergrad,,22,male,Satellite,Member,100,22/04/2018
2684,University of Leeds,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,2021,undergrad,,22,male,SSTO,Member,100,23/04/2018
2685,University of Exeter,careers;jobs;skills;volunteer,Mathematics,2019,undergrad,,20,male,Ceres,Member,100,23/04/2018
2686,Falmouth University,skills;volunteer,Art & Design,2021,undergrad,,20,female,aurora,Member,100,27/04/2018
2687,The University of Manchester,careers;jobs;skills;volunteer,Mathematics,2021,undergrad,,19,female,dark matter,Member,100,29/04/2018
2688,University of Bath,careers;jobs;skills;volunteer;mentor,Integrated Mechanical and Electrical Engineering,2019,undergrad,,22,male,Corona,Member,100,01/05/2018
2689,University College London,careers;jobs;volunteer,Mechanical Engineering,2021,undergrad,,19,male,Colony,Member,100,01/05/2018
2690,University College Dublin,careers;jobs;skills;volunteer,Space Science & Technology,2018,masters,,23,female,spaghettification,Member,100,02/05/2018
2691,UCL,careers;jobs;skills;volunteer;mentor,Physics and Astronomy,2019,undergrad,,20,female,Cosmos,Member,100,06/05/2018
2692,University of Strathclyde,jobs;skills;volunteer;mentor,Computational Intelligence for Space Systems Engineering,2020,phd,,27,female,orbit,Member,100,08/05/2018
2693,,careers;jobs;skills;volunteer,,,,,24,female,Constellation,Member,100,15/05/2018
2694,The Open University,careers;jobs;skills;volunteer,Physics and Astronomy,2022,undergrad,,22,female,Galaxy,Member,100,24/05/2018
2695,Newcastle university,jobs;skills,Mathematics,2019,undergrad,,20,female,supernova,Member,100,27/05/2018
2696,Swansea University,careers;jobs;skills,Aeronautical/Aerospace Engineering,2021,undergrad,,18,male,Supernova,Member,100,28/05/2018
2697,Swansea University,careers;jobs;skills,Aeronautical/Aerospace Engineering,2021,undergrad,,18,male,Supernova,Member,100,28/05/2018
2698,University of Sussex,jobs;volunteer,Physics and Astronomy,2019,masters,,20,female,Pale blue dot,Member,100,29/05/2018
2699,University of Keele,careers;jobs;skills;volunteer;mentor,Astrophysics,2020,undergrad,,21,male,Schrödinger,Member,100,30/05/2018
2700,University of St Andrews,jobs;skills,Computer Science,2020,undergrad,,21,male,Supernova,Member,100,30/05/2018
2701,,careers;jobs;skills;volunteer,,,,,31,female,eclipse,Member,100,30/05/2018
2702,The University of Glasgow,careers;jobs;skills;volunteer,Earth Science,2019,masters,,23,male,Syzygy,Member,100,01/06/2018
2703,london city university,,Aeronautical/Aerospace Engineering,2019,undergrad,,27,female,galexy,Member,100,01/06/2018
2704,london city university,,Aeronautical/Aerospace Engineering,2019,undergrad,,27,female,galexy,Member,100,01/06/2018
2705,University of Oxford,jobs;skills,,,,,25,male,Uranus,Member,100,07/06/2018
2706,,careers;jobs;skills;volunteer;mentor,,,,,24,male,Andromeda,Member,100,07/06/2018
2707,University of Bristol,careers;jobs;skills,Physics with astrophysics,2018,undergrad,,22,male,Supernova,Member,100,08/06/2018
2708,University of Sheffield,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,2018,undergrad,,25,male,space world Liverpool,Member,100,08/06/2018
2709,University of Surrey,careers;jobs;skills;volunteer,Physics and Astronomy,2021,undergrad,,19,male,Controlled Explosion Propulsion,Member,100,08/06/2018
2710,Ramakrishna vivekananda mission vidyabhawan,jobs;skills;volunteer,,,,,17,male,Extraterrestrial Intellegence,Member,100,09/06/2018
2711,University of Sheffield,,Aeronautical/Aerospace Engineering,2018,undergrad,,20,male,Vulcan,Member,100,10/06/2018
2712,University of Sheffield,careers;jobs;skills;volunteer;mentor,Aeronautical/Aerospace Engineering,2019,undergrad,,21,male,Multiplanetary,Member,100,11/06/2018
2713,Newcastle university,careers;jobs;skills;volunteer;mentor,Mathematics,2019,undergrad,,20,male,Nebula,Member,100,12/06/2018
2714,University of Sheffield,careers;jobs;skills;volunteer;mentor,Aerospace Engineering,2020,undergrad,,21,male,Universe,Member,100,13/06/2018
2715,The University of Glasgow,careers;jobs;skills;volunteer;mentor,Product Design Engineering,2018,undergrad,,22,female,nebula,Member,100,14/06/2018
2716,,careers;jobs;skills;volunteer,Aeronautical/Aerospace Engineering,2018,undergrad,,24,female,Rockets,Member,100,15/06/2018
2717,University of Strathclyde,careers;jobs;skills;volunteer,Physics,2018,undergrad,,22,female,Nebula,Member,100,18/06/2018
2718,University of Leicester,careers;jobs;skills;volunteer;mentor,Physics and Astronomy,2020,undergrad,,20,female,Supernova,Member,100,18/06/2018
2719,University of Bath,,Integrated Mechanical & Electrical Engineering,,undergrad,,21,,Operations,Member,100,18/06/2018
2720,,careers;jobs;skills,Natural Sciences,,undergrad,,35,male,intergalactic,Member,100,19/06/2018
2721,University of Bristol,skills;volunteer,Theatre and Spanish,2019,undergrad,,22,male,Orion,Member,100,20/06/2018
2722,London School of Economics,jobs;skills,Government and Economics,2019,undergrad,,22,male,Corona,Member,100,21/06/2018
2723,UCL,careers;jobs;skills;volunteer,Systems Engineering,2019,masters,,25,male,Plasma,Member,100,25/06/2018
2724,Bristol SEDS (Bristol University),jobs;skills,Aeronautical/Aerospace Engineering,2019,undergrad,,22,male,Nebula,Member,100,26/06/2018
2725,,careers;jobs;skills;volunteer;mentor,,,,,28,female,Planetary Nebula,Member,100,26/06/2018
2726,The University of Manchester,skills;volunteer,Physics,2023,,,20,male,Cosmo,Member,100,27/06/2018
2727,Open University,careers;jobs;skills;volunteer;mentor,Physics,,undergrad,,23,female,Enceladus,Member,100,28/06/2018
2728,Open University,skills;volunteer;mentor,Planetary Sciences,2020,undergrad,,22,female,Asteroid,Member,100,03/07/2018
2729,University College London,jobs;skills;volunteer;mentor,Space Physics,2020,phd,,23,male,Cosmonaut,Member,100,03/07/2018
