ID,uniorg,interests,subject,grad_date,course_level,branch_name,age,gender,space_word,mtype,status,registration_date
1,Imperial College London,,Aeronautical/Aerospace Engineering,,undergrad,Imperial College Students for the Exploration and Development of Space (ICSEDS),24,male,,branch,100,01/01/2012
2,Queen Mary's College,,,,,,0,male,,student,150,01/01/2012
3,Kingston University,,,,,Kingston Aeronautical & Space Society (KASS),0,female,,branch,150,01/01/2012
4,Heathcote School & Science College,,,,,,0,female,,student,150,01/01/2012
5,"Queen Mary, University of London",,,,,,0,male,,student,150,01/01/2012
6,"Queen Mary, University of London",,,,,,0,male,,student,150,01/01/2012
7,Queen's University Belfast,,,,,,0,female,,student,150,01/01/2012
8,King's College London,,,,,,0,male,,student,150,01/01/2012
9,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
10,Open University,,,,,,0,female,,student,150,01/01/2012
11,The Space Clinic LLC,,,,,,0,female,,non-student,150,01/01/2012
12,AMSAT-UK,,,,,,0,male,,non-student,150,01/01/2012
13,University of Manchester,,,,,Manchester AstroSoc,0,female,,branch,150,01/01/2012
14,University of Birmingham,,,,,,0,female,,student,150,01/01/2012
15,University of Glasgow,,,,,Strathclyde SEDS (StrathSEDS),0,female,,non-student,150,01/01/2012
16,ESILV Leonard Devinci,,,,,,0,male,,student,150,01/01/2012
17,University of Southampton,,,,,,0,male,,student,150,01/01/2012
18,University of the West of England,,,,,,0,female,,student,150,01/01/2012
19,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
20,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
21,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
22,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
23,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
24,Ellesmere College,,,,,,0,female,,student,150,01/01/2012
25,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
26,Salford University,,,,,Salford University Engineers' Union,0,male,,branch,150,01/01/2012
27,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
28,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
29,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
30,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
31,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
32,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
33,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
34,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
35,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
36,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
37,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
38,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
39,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
40,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
41,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
42,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
43,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
44,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
45,University of Manchester,,,,,,0,male,,branch,150,01/01/2012
46,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
47,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
48,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
49,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
50,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
51,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
52,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
53,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
54,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
55,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
56,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
57,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
58,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
59,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
60,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
61,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
62,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
63,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
64,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
65,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
66,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
67,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
68,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
69,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
70,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
71,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
72,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
73,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
74,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
75,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
76,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
77,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
78,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
79,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
80,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
81,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
82,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
83,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
84,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
85,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
86,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
87,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
88,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
89,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
90,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
91,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
92,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
93,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
94,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
95,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
96,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
97,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
98,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
99,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
100,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
101,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
102,University of Leicester,,,,,Leicester AstRoSoc,0,,,branch,150,01/01/2012
103,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
104,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
105,University of Lancaster,,,,,Lancaster SEDS,0,female,,branch,150,01/01/2012
106,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
107,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
108,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
109,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
110,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
111,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
112,University of the West of England,,,,,UWESEDS,0,female,,branch,150,01/01/2012
113,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
114,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
115,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
116,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
117,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
118,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
119,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
120,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
121,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
122,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
123,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
124,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
125,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
126,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
127,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
128,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
129,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
130,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
131,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
132,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
133,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
134,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
135,Salford University,,,,,Salford University Engineers' Union,0,male,,branch,150,01/01/2012
136,University of Leicester,,,,,Leicester AstRoSoc,0,,,branch,150,01/01/2012
137,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
138,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
139,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
140,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
141,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
142,University of Leicester,,,,,Leicester AstRoSoc,0,,,branch,150,01/01/2012
143,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
144,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
145,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
146,University of Bristol,,,,,Bristol SEDS,0,female,,branch,150,01/01/2012
147,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
148,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
149,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
150,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
151,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
152,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
153,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
154,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
155,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
156,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
157,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
158,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
159,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
160,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
161,University of Bristol,,,,,Bristol SEDS,0,,,branch,150,01/01/2012
162,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
163,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
164,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
165,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
166,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
167,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
168,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
169,University of Warwick,,,,,Warwick Rockets (UWRS),0,male,,branch,150,01/01/2012
170,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
171,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
172,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
173,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
174,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
175,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
176,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
177,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
178,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
179,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
180,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
181,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
182,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
183,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
184,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
185,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
186,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
187,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
188,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
189,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
190,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
191,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
192,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
193,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
194,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
195,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
196,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
197,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
198,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
199,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
200,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
201,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
202,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
203,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
204,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
205,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
206,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
207,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
208,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
209,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
210,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
211,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
212,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
213,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
214,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
215,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
216,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
217,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
218,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
219,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
220,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
221,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
222,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
223,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
224,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
225,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
226,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
227,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
228,University of Bristol,,,,,Bristol SEDS,0,,,branch,150,01/01/2012
229,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
230,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
231,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
232,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
233,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
234,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
235,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
236,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
237,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
238,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
239,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
240,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
241,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
242,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
243,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
244,University of Warwick,,,,,Warwick PhySoc,0,male,,branch,150,01/01/2012
245,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
246,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
247,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
248,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
249,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
250,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
251,Aberystwyth University,,,,,Aberystwyth PhySoc,0,,,branch,150,01/01/2012
252,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
253,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
254,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
255,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
256,Open University,,,,,OUSEDS,0,male,,branch,150,01/01/2012
257,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
258,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
259,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
260,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
261,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
262,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
263,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
264,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
265,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
266,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
267,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
268,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
269,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
270,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
271,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
272,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
273,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
274,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
275,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
276,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
277,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
278,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
279,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
280,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
281,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
282,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,female,,branch,150,01/01/2012
283,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
284,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
285,University of Exeter,,,,,Exeter PhySoc,0,,,branch,150,01/01/2012
286,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
287,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
288,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
289,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
290,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
291,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
292,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
293,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
294,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,female,,branch,150,01/01/2012
295,University of Exeter,,,,,Exeter PhySoc,0,,,branch,150,01/01/2012
296,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
297,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
298,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
299,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
300,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
301,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
302,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
303,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
304,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
305,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
306,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
307,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
308,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
309,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
310,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
311,Open University,,,,,OUSEDS,0,female,,branch,150,01/01/2012
312,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
313,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
314,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
315,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
316,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
317,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
318,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
319,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
320,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
321,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
322,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
323,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
324,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
325,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
326,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
327,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
328,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
329,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
330,King's College London,,,,,King's College Maxwell Society,0,female,,branch,150,01/01/2012
331,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
332,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
333,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
334,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
335,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
336,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,female,,branch,150,01/01/2012
337,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
